,names,reviews,ratings,date
1397,Kuroo Kun,i love how its ez to use but idk wether i could open the picture so i can see it properly,Rated 5 stars out of five stars,"January 3, 2023"
1398,Isabelle Bessant,Amazing and fun with friends. But im on an LG and i cant choose who to send photos to so it sends to everyone who i have friended. So how do i do this on an android. Please help,Rated 4 stars out of five stars,"April 24, 2022"
1399,Craig Go,"I have this app on iOS, and it works. however it does not send the 6 digit code on my Android.",Rated 2 stars out of five stars,"May 19, 2022"
1400,Menna Mohamed,can't sign in it keeps saying auth/too many requests! + we have blocked all requests from this device due to unusual activity,Rated 1 stars out of five stars,"April 18, 2022"
1401,Denise Gabad,Its nice and all but one thing I wish this app has are filters. I dont look that great with bare face.,Rated 3 stars out of five stars,"June 19, 2022"
1402,جوجو,"I only wrote this review because I literally can't zoom in? the app lacks so much on android and lags a lot everytime I open it, please fix it",Rated 3 stars out of five stars,"July 10, 2022"
1403,Alimili Gyandeep,It is all gud and all but we seriously need a new update where there is a place to message all our friends and families in the app itself and plus we need the update of drawing on our photos 😭 Oh yeaa and also one more thing Please let us Zooooooommmmmm innnn🥺🥺🥺 Oh and alsoooo pleaseeeee locket Add all the emojissss plss😭😭😭,Rated 5 stars out of five stars,"July 16, 2022"
1404,Shwan Sarwan,It is such a great and simple app.,Rated 5 stars out of five stars,"December 9, 2022"
1405,menna wesam,It's cool but let android have updates,Rated 3 stars out of five stars,"December 17, 2022"
1406,Serenity Mack,"It's a great app I just wish that the androids got the same updates as iphones at the same time , I'm the only one on my locket that has an android and they have things I don't n it's kinda annoyin",Rated 3 stars out of five stars,"October 1, 2022"
1407,Mohammed Turkistani,"It says that my device is blocked from any requests due to unusual amount of requests, although it was my first time to use it...",Rated 1 stars out of five stars,"April 19, 2022"
1408,rogan boushey,This is a good app to send pictures to your friends and family! super cut and would highly recommend! <3,Rated 5 stars out of five stars,"July 8, 2022"
1409,olanjy taleen,I just downloaded the app and it says that (we have blocked all requests from this device due to unusual activity) I didn't do anything what's wrong !!!!,Rated 1 stars out of five stars,"April 21, 2022"
1410,cbtl slvt,overall amazing but WHY IS IT every single time android has to miss out on certain features 🥲 cant even look at my pics only,Rated 3 stars out of five stars,"January 7, 2023"
1411,Niraen Paranjothy,"great app but it doesn't have the same features as IOS, I want to be able to send and view reactions from other people! pls pls add this in asap",Rated 4 stars out of five stars,"May 4, 2022"
1412,Maxime Bautista,i love this app its simple and has alot of cool stuff the problem is that mine always lags idk if this happens often but i still love your app💛💛💛,Rated 5 stars out of five stars,"October 8, 2022"
1413,لمار التعبان,"I put one star because when I enter my number, the code is not sent to me",Rated 1 stars out of five stars,"February 8, 2023"
1414,G,"It is a good app and works well, but i am unable to choose whom i would like to send a widget to.",Rated 3 stars out of five stars,"April 12, 2022"
1415,Ragad 2106,"Hi thee are users for the Android version in case you forget us🖐️🖐️🖐️ Pleasseee add the chat section to Android Version, I can't even read what people are saying",Rated 3 stars out of five stars,"February 26, 2023"
1416,Humayra A,I was soo happy with the app I love it bur then I saw i dont have the features when I can chat unlike my friends. Pls explain I am very disappointed!!!,Rated 3 stars out of five stars,"February 5, 2023"
1417,AYAT Ayo,The updates that arrived on the iPhone devices did not arrive!!! I didn't like this👎🏻👎🏻👎🏻👎🏻.,Rated 1 stars out of five stars,"January 15, 2023"
1418,SawScarlet,"Good app. However, it doesn't catch up with IOS' features. Sadly.",Rated 3 stars out of five stars,"February 11, 2023"
1419,R o s e,"Updates are slow, while IOS has much more faster updates.",Rated 2 stars out of five stars,"January 17, 2023"
1420,Bee,its a good app....but I suggest we can add text with the pictures will make it more cool...so please work on that..thankyou,Rated 3 stars out of five stars,"August 30, 2022"
1421,Luc Sauer,I really want to like this app :(( I want to be able to show multiple people on if you have two widgets but it doesn't work for me :((,Rated 2 stars out of five stars,"August 31, 2022"
1422,lovlly Angelz,"I dont know why , im trying to download it byt its been stuck at 79% for the past 5 minutes . Ive tried on both tablet and phone and it wint install",Rated 2 stars out of five stars,"June 17, 2022"
1423,Shinomiya Kaguya,"It stays on the ""What's your number?"" screen forever. It just keeps loading and nothing happens.",Rated 1 stars out of five stars,"September 29, 2022"
1424,ابوعبيدة عبد الله,Show some care to the android version,Rated 1 stars out of five stars,"March 29, 2023"
1425,hoot,"if there was an option to add the photos from the gallery so that we could build an ""aesthetic"" for the phone with downloaded images",Rated 4 stars out of five stars,"June 17, 2022"
1426,Reina Fleming,It's so fun to send my friends random pictures of stuff. I enjoy it so much and sometimes I get really cute pics out of it,Rated 4 stars out of five stars,"September 12, 2022"
1427,Homie_Errone,"Im using an android and i cant add a specific widget for a person. If I'll add two widgets, it'll display the same and both friends will pop up",Rated 3 stars out of five stars,"September 18, 2022"
1428,amina,amazing but PLEASEEEEEE make an option where we can delete a photo for everyone istg the amounts of times I accidentally sent embarrassing photos to multiple people is insane 💀💀,Rated 4 stars out of five stars,"August 9, 2022"
1429,Lama Ayoub,I can't zoom in even in the back camera and it is huge turn down for me I'm a Huawei user and the zoom feature doesn't even exist,Rated 1 stars out of five stars,"June 4, 2022"
1430,Wyatt Ellingson,"Used to be pretty good, now it's breaking all the time, not showing pictures in history or just not letting me send pictures",Rated 3 stars out of five stars,"June 25, 2022"
1431,Bart Bak,"Works great, i just wish i could add a photo to the widget that's already in my gallery.",Rated 3 stars out of five stars,"June 17, 2022"
1432,Hanin Izzati,Nice concept! I love it! Would be nice if we could respond to our friends' photos though!,Rated 5 stars out of five stars,"May 9, 2022"
1433,Aimee Solomons,So so awesome. I wish it had the option to take videos or create movable images.,Rated 5 stars out of five stars,"July 18, 2022"
1434,Nicole Mangoba,It took so long to load right after I put my number in it. I have been waiting for so long but its still not going through! Please fix it :((,Rated 1 stars out of five stars,"September 29, 2022"
1435,DrBlacker,"Hueta ebanaya. Sometimes app just doesn't load and interface is so stupid and single-celled, so I have no clue, how can I view my profile",Rated 1 stars out of five stars,"July 28, 2022"
1436,Hassan Ahmed,The app still not working even after the update. Every time I try my number in it's respond is that I've entered too many requests!!!,Rated 1 stars out of five stars,"April 23, 2022"
1437,Zeal Zaniest,"I can't have a chat function with my friends, can you solve this",Rated 3 stars out of five stars,"January 5, 2023"
1438,Shahad Al-Marzouqi,I really like this app however it lags a lot and when I want to see my older photos it lags everytime I scroll.,Rated 4 stars out of five stars,"August 13, 2022"
1439,Melody Loretto,"It's a really good app, just for some reason everytime I go on it now, my brightness goes really really low I could barley see anything. 😭",Rated 3 stars out of five stars,"August 21, 2022"
1440,Janet Manansala,"Not really for android 🥲. This app even though i reached 10 min of ppl i add i can't continue, like why can't just skip that adding person??!",Rated 3 stars out of five stars,"April 19, 2022"
1441,Diana Liz,"Overall great app, I'd just wish there was away to only send an image to one person instead of everyone you added",Rated 5 stars out of five stars,"April 26, 2022"
1442,Theseus Undead,"It doesn't work if you live in a different country than the person you're trying to send it to, my bf and I are long distance, I love in the US and he lives in the UK, it didn't even work🙄🥲",Rated 1 stars out of five stars,"April 24, 2022"
1443,Alyssa Goebert,How to know who I sent the pics to is confusing,Rated 4 stars out of five stars,"February 23, 2023"
1444,Thazza Mae Santiago,I just downloaded the app. Its been loading FOREVER our WiFi is stable and it's still loading. :(,Rated 4 stars out of five stars,"April 28, 2022"
1445,Serenity Esquivel,I wish it would let me put different widgets for different people,Rated 3 stars out of five stars,"January 2, 2023"
1446,Jada “Grey” J,It's actually pretty cool,Rated 4 stars out of five stars,"March 11, 2023"
1447,Deda Amr,"Too bad, because I have to add people from the contact and dealing with him is difficult, and I cannot take a picture from the photo gallery",Rated 1 stars out of five stars,"December 26, 2022"
1448,friendly neighbourhood idiot,"The app barley works, and I cant get past the screen where it asks me to verify my number because it never sends a message.",Rated 1 stars out of five stars,"June 30, 2022"
1449,Jaden,"pretty good and easy to use, definitely could do updates for Android so it would be better.",Rated 3 stars out of five stars,"April 19, 2022"
1450,SnickerDoodleBamBoozle,It's fun but needs to be able to add more friends than 10. But it is nice to send photos to my friends.,Rated 5 stars out of five stars,"September 4, 2022"
